"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"30/12/2024","12,000.0","12,000.0","12,150.0","11,750.0","5.96M","0.00%"
"31/12/2024","12,050.0","12,250.0","12,300.0","11,900.0","7.39M","0.42%"
"02/01/2025","12,300.0","12,150.0","12,500.0","12,100.0","6.43M","2.07%"
"03/01/2025","11,850.0","12,300.0","12,300.0","11,850.0","8.34M","-3.66%"
"06/01/2025","11,600.0","11,900.0","11,950.0","11,550.0","4.45M","-2.11%"
"07/01/2025","11,650.0","11,650.0","11,850.0","11,650.0","6.47M","0.43%"
"08/01/2025","11,850.0","11,700.0","12,100.0","11,700.0","5.14M","1.72%"
"09/01/2025","11,950.0","11,950.0","12,000.0","11,850.0","2.20M","0.84%"
"10/01/2025","11,650.0","11,950.0","12,000.0","11,650.0","4.61M","-2.51%"
"13/01/2025","11,800.0","11,650.0","11,900.0","11,600.0","6.81M","1.29%"
"14/01/2025","11,550.0","11,800.0","11,900.0","11,500.0","2.98M","-2.12%"
"15/01/2025","11,650.0","11,600.0","11,700.0","11,500.0","2.49M","0.87%"
"16/01/2025","11,750.0","11,750.0","11,950.0","11,700.0","4.97M","0.86%"
"17/01/2025","11,800.0","11,850.0","11,950.0","11,750.0","2.24M","0.43%"
"20/01/2025","11,800.0","11,800.0","11,900.0","11,750.0","3.50M","0.00%"
"21/01/2025","11,950.0","11,900.0","11,950.0","11,800.0","3.19M","1.27%"
"22/01/2025","12,100.0","12,000.0","12,300.0","12,000.0","5.37M","1.26%"
"23/01/2025","12,200.0","12,150.0","12,250.0","12,050.0","3.44M","0.83%"
"24/01/2025","12,200.0","12,250.0","12,300.0","12,100.0","3.64M","0.00%"
"03/02/2025","11,850.0","11,800.0","11,900.0","11,600.0","7.79M","-2.87%"
"04/02/2025","11,900.0","11,800.0","12,050.0","11,750.0","3.72M","0.42%"
"05/02/2025","12,000.0","11,950.0","12,150.0","11,900.0","5.14M","0.84%"
"06/02/2025","12,000.0","12,000.0","12,300.0","12,000.0","7.39M","0.00%"
"07/02/2025","12,300.0","12,100.0","12,350.0","12,000.0","7.41M","2.50%"
"10/02/2025","12,450.0","12,300.0","12,550.0","12,200.0","8.51M","1.22%"
"11/02/2025","12,550.0","12,450.0","12,600.0","12,350.0","5.00M","0.80%"
"12/02/2025","12,300.0","12,550.0","12,550.0","12,300.0","2.61M","-1.99%"
"13/02/2025","12,400.0","12,300.0","12,450.0","12,250.0","3.57M","0.81%"
"14/02/2025","12,400.0","12,450.0","12,550.0","12,300.0","2.94M","0.00%"
"17/02/2025","12,450.0","12,450.0","12,750.0","12,400.0","4.96M","0.40%"
"18/02/2025","12,600.0","12,500.0","12,850.0","12,450.0","6.83M","1.20%"
"19/02/2025","12,750.0","12,600.0","12,800.0","12,600.0","5.40M","1.19%"
"20/02/2025","12,750.0","12,750.0","12,850.0","12,600.0","5.81M","0.00%"
"21/02/2025","12,950.0","12,700.0","12,950.0","12,550.0","8.03M","1.57%"
"24/02/2025","13,000.0","13,000.0","13,200.0","12,800.0","8.86M","0.39%"
"25/02/2025","13,000.0","13,150.0","13,200.0","12,850.0","6.24M","0.00%"
"26/02/2025","12,700.0","13,000.0","13,150.0","12,650.0","9.17M","-2.31%"
"27/02/2025","13,250.0","12,800.0","13,300.0","12,650.0","14.31M","4.33%"
"28/02/2025","13,000.0","13,250.0","13,250.0","12,850.0","5.14M","-1.89%"
"03/03/2025","12,700.0","13,000.0","13,100.0","12,650.0","8.97M","-2.31%"
"04/03/2025","12,650.0","12,650.0","12,800.0","12,500.0","10.58M","-0.39%"
"05/03/2025","12,500.0","12,700.0","12,750.0","12,400.0","3.73M","-1.19%"
"06/03/2025","12,550.0","12,500.0","12,600.0","12,350.0","4.91M","0.40%"
"07/03/2025","12,550.0","12,600.0","12,700.0","12,450.0","4.68M","0.00%"
"10/03/2025","12,550.0","12,550.0","12,600.0","12,400.0","3.94M","0.00%"
"11/03/2025","12,500.0","12,450.0","12,550.0","12,300.0","2.96M","-0.40%"
"12/03/2025","12,700.0","12,500.0","12,950.0","12,500.0","7.91M","1.60%"
"13/03/2025","12,350.0","12,700.0","12,700.0","12,350.0","4.20M","-2.76%"
"14/03/2025","12,450.0","12,350.0","12,550.0","12,300.0","3.14M","0.81%"
"17/03/2025","12,450.0","12,500.0","12,550.0","12,300.0","3.05M","0.00%"
"18/03/2025","12,500.0","12,450.0","12,600.0","12,400.0","3.73M","0.40%"
"19/03/2025","12,400.0","12,450.0","12,450.0","12,200.0","5.07M","-0.80%"
"20/03/2025","12,400.0","12,450.0","12,550.0","12,200.0","4.44M","0.00%"
"21/03/2025","12,350.0","12,350.0","12,500.0","12,300.0","3.42M","-0.40%"
"24/03/2025","12,350.0","12,350.0","12,700.0","12,300.0","6.02M","0.00%"
"25/03/2025","12,700.0","12,500.0","12,850.0","12,450.0","8.66M","2.83%"
"26/03/2025","12,700.0","12,800.0","13,100.0","12,650.0","8.04M","0.00%"
"27/03/2025","12,600.0","12,700.0","12,800.0","12,600.0","1.99M","-0.79%"
"28/03/2025","12,400.0","12,750.0","12,750.0","12,400.0","2.94M","-1.59%"
"31/03/2025","12,200.0","12,250.0","12,400.0","12,150.0","6.29M","-1.61%"
"01/04/2025","12,300.0","12,250.0","12,350.0","12,200.0","2.47M","0.82%"
"02/04/2025","12,400.0","12,350.0","12,400.0","12,250.0","2.05M","0.81%"
"03/04/2025","11,550.0","11,850.0","12,000.0","11,550.0","14.69M","-6.85%"
"04/04/2025","11,000.0","10,750.0","11,200.0","10,750.0","17.74M","-4.76%"
"08/04/2025","10,250.0","10,300.0","10,700.0","10,250.0","4.80M","-6.82%"
"09/04/2025","9,810.0","9,540.0","10,400.0","9,540.0","13.23M","-4.29%"
"10/04/2025","10,450.0","10,450.0","10,450.0","10,450.0","244.30K","6.52%"
